ref;traduction;code;paragraphe;verdict;preuve
Marc 16:0;SKN;62-0609E;49;VALIDE;chap->v.16: celui cru baptise sera celui cru sera
Proverbes 18:10;SKN;62-0609E;9;VALIDE;nom leternel forte tour juste trouve
1 Corinthiens 12:0;SKN;62-1014M;266;VALIDE;chap->v.15: parce corps qua cela nest corps
Actes 2:38;SKN;62-1014M;129;INACHEVE;jesus christ
Actes 7:0;SKN;62-1014M;52;VALIDE;chap->v.44: nos peres avaient tabernacle temoignage desert avait ordonne
Actes 10:49;SKN;62-1014M;164;VERSET-ABSENT-BIBLE;hypothese: actes 10:44 (6 mots: pierre prononcait saint ceux entendaient parole)
Actes 19:11;SKN;62-1014M;151;INACHEVE;dieu
Actes 28:19;SKN;62-1014M;129;INACHEVE;quelque contre
Ephesiens 4:0;SKN;62-1014M;224;VALIDE;chap->v.11: lui donne uns apotres autres prophetes autres evangelistes
Esaie 28:19;SKN;62-1014M;215;VALIDE;quil apres jour sera
Hebreux 10:0;SKN;62-1014M;53;VALIDE;chap->v.5: cest pourquoi entrant monde nas voulu sacrifice mas
Hebreux 11:0;SKN;62-1014M;84;VALIDE;chap->v.6: foi impossible lui celui dieu dieu quil remunerateur
Hebreux 11:0;SKN;62-1014M;268;VALIDE;chap->v.35: femmes morts resurrection dautres furent tortures delivrance afin
Jacques 5:14;SKN;62-1014M;151;VALIDE;quelquun quil lui
Jean 3:0;SKN;62-1014M;78;VALIDE;chap->v.3: jesus lui dis quelquun nest nouveau voir royaume
Jean 3:16;SKN;62-1014M;151;VALIDE;dieu monde quil lui
Jean 5:14;SKN;62-1014M;151;INACHEVE;choses lui
Jean 14:7;SKN;62-1014M;108;INACHEVE;maintenant
Matthieu 5:48;SKN;62-1014M;222;VALIDE;soyez parfaits pere celeste parfait
Matthieu 5:48;SKN;62-1014M;223;VALIDE;soyez parfaits pere celeste parfait
Psaumes 1:0;SKN;62-1014M;139;VALIDE;chap->v.3: sera arbre plante pres quil
1 Corinthiens 12:0;SKN;62-1104M;153;VALIDE;chap->v.10: autre autre autre autre langues autre
1 Timothee 3:0;SKN;62-1104M;167;VALIDE;chap->v.13: ceux ont eux christ jesus
2 Pierre 1:0;SKN;62-1104M;61;VALIDE;chap->v.3: puissance donne vie piete connaissance vertu
2 Timothee 4:0;SKN;62-1104M;236;VALIDE;chap->v.3: temps supporteront sain ayant docteurs selon propres convoitises
Apocalypse 3:0;SKN;62-1104M;174;VALIDE;chap->v.17: parce dis suis suis nai
Apocalypse 16:0;SKN;62-1104M;173;VALIDE;chap->v.1: grande disant sept anges terre sept coupes
Apocalypse 17:0;SKN;62-1104M;178;VALIDE;chap->v.5: nom ecrit grande mere prostituees terre
Apocalypse 17:3;SKN;62-1104M;173;VALIDE;esprit desert vis femme assise bete ecarlate pleine
Apocalypse 17:3;SKN;62-1104M;175;VALIDE;esprit desert vis femme assise bete ecarlate pleine
Apocalypse 17:15;SKN;62-1104M;174;VALIDE;eaux prostituee assise
Ephesiens 1:5;SKN;62-1104M;134;VALIDE;predestines jesus christ bon
Ephesiens 4:30;SKN;62-1104M;150;VALIDE;saint dieu lequel scelles jour redemption
Hebreux 11:0;SKN;62-1104M;79;VALIDE;chap->v.6: foi lui dieu croie dieu ceux
Jean 3:16;SKN;62-1104M;157;VALIDE;dieu fils lui
Jean 14:0;SKN;62-1104M;157;VALIDE;chap->v.10: pere pere dis dis meme pere
1 Corinthiens 12:0;SKN;63-0728;180;VALIDE;chap->v.13: baptises esprit corps soit soit soit soit
Apocalypse 7:0;SKN;63-0728;228;VALIDE;chap->v.14: dis sais ceux grande ont ont
Apocalypse 17:0;SKN;63-0728;560;VALIDE;chap->v.5: avait nom grande terre
Esther 2:0;SKN;63-0728;637;VALIDE;chap->v.17: roi lui couronne tete
Hebreux 11:0;SKN;63-0728;626;VALIDE;chap->v.6: lui faut dieu dieu quil
Hebreux 13:8;SKN;63-0728;131;VALIDE;christ meme hier aujourdhui eternellement
Jean 5:0;SKN;63-0728;125;VALIDE;chap->v.36: moi grand celui jean uvres uvres fais
Jean 5:24;SKN;63-0728;24;VALIDE;celui entend parole croit envoye vie vient jugement
Jean 14:12;SKN;63-0728;125;VALIDE;dis celui croit moi fera uvres fais
Jean 14:12;SKN;63-0728;578;VALIDE;dis celui croit moi fera lui uvres fais
Malachie 3:0;SKN;63-0728;340;VALIDE;chap->v.1: jenvoie messager chemin devant moi seigneur
Malachie 3:0;SKN;63-0728;577;VALIDE;chap->v.1: voici jenvoie messager devant moi lalliance
Malachie 4:0;SKN;63-0728;330;VALIDE;chap->v.4: souvenez loi lui
Malachie 4:0;SKN;63-0728;574;VALIDE;chap->v.5: voici envoie elie prophete avant jour
Malachie 4:0;SKN;63-0728;577;VALIDE;chap->v.1: voici jour vient jour vient
Marc 16:0;SKN;63-0728;238;VALIDE;chap->v.17: accompagneront ceux auront cru demons langues
Marc 16:0;SKN;63-0728;536;VALIDE;chap->v.11: quil etait quil avait
Matthieu 11:25;SKN;63-0728;291;VALIDE;temps jesus pere ciel terre parce cache sages
Matthieu 16:15;SKN;63-0728;214;VALIDE;dites suis
Matthieu 24:0;SKN;63-0728;565;VALIDE;chap->v.21: grande telle quil jusqua maintenant quil
Psaumes 1:0;SKN;63-0728;427;VALIDE;chap->v.3: sera arbre plante pres rend fruit saison feuille
Psaumes 22:0;SKN;63-0728;113;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
1 Corinthiens 12:0;SKN;63-0901M;217;VALIDE;chap->v.12: meme corps quil membres membres corps soient seul
1 Corinthiens 12:0;SKN;63-0901M;262;VALIDE;chap->v.13: avons baptises dun seul esprit seul corps soit
Actes 16:31;SKN;63-0901M;366;VALIDE;crois seigneur jesus sauve toi
Actes 19:0;SKN;63-0901M;103;VALIDE;chap->v.2: avez recu saint apres cru lui navons entendu
Ephesiens 2:12;SKN;63-0901M;376;INACHEVE;temps dieu
Ephesiens 4:30;SKN;63-0901M;400;VALIDE;nattristez saint esprit dieu lequel avez scelles jour
Genese 4:10;SKN;63-0901M;355;VALIDE;sang frere crie terre
Genese 4:10;SKN;63-0901M;357;VALIDE;sang frere crie terre
Genese 9:0;SKN;63-0901M;322;VALIDE;chap->v.17: dieu cest signe lalliance moi chair
Hebreux 9:11-14;SKN;63-0901M;376;VALIDE;venu grand main cest
Hebreux 10:12;SKN;63-0901M;357;VALIDE;celui seul dieu
Hebreux 11:0;SKN;63-0901M;88;VALIDE;chap->v.16: maintenant cest cest dieu deux dieu
Hebreux 12:24;SKN;63-0901M;357;VALIDE;jesus sang parle mieux
Hebreux 13:0;SKN;63-0901M;322;VALIDE;chap->v.20: dieu grand sang lalliance eternelle jesus
Hebreux 13:8;SKN;63-0901M;387;VALIDE;jesus christ meme hier aujourdhui eternellement
Hebreux 13:8;SKN;63-0901M;432;VALIDE;jesus christ meme hier aujourdhui eternellement
Hebreux 13:10;SKN;63-0901M;322;INACHEVE;avons ceux
Hebreux 13:10;SKN;63-0901M;324;INACHEVE;avons
Jean 14:12;SKN;63-0901M;328;VALIDE;celui croit moi fera fais
Romains 8:1;SKN;63-0901M;330;VALIDE;maintenant aucune condamnation ceux jesus
1 Corinthiens 12:0;SKN;63-1128E;177;VALIDE;chap->v.15: parce suis main suis corps qua cela corps
Actes 16:31;SKN;63-1128E;169;VALIDE;crois seigneur jesus seras sauve toi maison
Ephesiens 2:12;SKN;63-1128E;172;VALIDE;christ promesse dieu monde
Ephesiens 4:30;SKN;63-1128E;54;VALIDE;saint esprit dieu jour redemption
Ephesiens 4:30;SKN;63-1128E;176;VALIDE;nattristez saint dieu lequel avez scelles jour redemption
Esaie 9:6;SKN;63-1128E;26;INACHEVE;fils dieu
Esaie 28:19;SKN;63-1128E;26;INACHEVE;jour
Esaie 35:0;SKN;63-1128E;26;VALIDE;chap->v.4: ont dieu vient dieu
Genese 4:1;SKN;63-1128E;166;INACHEVE;cain
Hebreux 9:11;SKN;63-1128E;172;VALIDE;christ main cest
Hebreux 10:26;SKN;63-1128E;99;REJETE;
Hebreux 13:8;SKN;63-1128E;175;VALIDE;jesus christ meme hier aujourdhui eternellement
Hebreux 13:10;SKN;63-1128E;149;INACHEVE;ceux
Jean 5:24;SKN;63-1128E;189;VALIDE;dis celui parole croit envoye vie eternelle vient
1 Corinthiens 12:0;SKN;64-0208;138;VALIDE;chap->v.15: parce suis main suis corps qua cela corps
Actes 16:31;SKN;64-0208;128;VALIDE;seigneur jesus sauve maison
Ephesiens 4:30;SKN;64-0208;138;VALIDE;saint dieu lequel avez scelles jour redemption
Exode 12:12;SKN;64-0208;2;VALIDE;passerai pays nuit frapperai premier depuis jugements dieux
Genese 4:10;SKN;64-0208;127;VALIDE;voix sang crie
Hebreux 1:0;SKN;64-0208;111;VALIDE;chap->v.1: dieu autrefois plusieurs plusieurs manieres parle peres prophetes
Hebreux 9:11-14;SKN;64-0208;136;VALIDE;christ etant main
Hebreux 12:24;SKN;64-0208;127;VALIDE;jesus sang parle mieux
Hebreux 13:0;SKN;64-0208;106;VALIDE;chap->v.20: dieu morts puissance sang jesus
Hebreux 13:8;SKN;64-0208;137;INACHEVE;christ meme
Jean 14:12;SKN;64-0208;160;VALIDE;dis celui croit moi fera fais grandes parce
Malachie 4:0;SKN;64-0208;187;VALIDE;chap->v.6: fera peres peres
1 Corinthiens 12:0;SKN;64-0614M;242;VALIDE;chap->v.13: avons seul seul soit soit soit soit
1 Corinthiens 12:0;SKN;64-0614M;287;VALIDE;chap->v.10: autre autre autre autre autre
1 Timothee 3:16;SKN;64-0614M;79;VALIDE;contredit mystere piete grand dieu chair parmi
2 Corinthiens 3:0;SKN;64-0614M;16;VALIDE;chap->v.14: ont jusqua aujourdhui meme prend
Apocalypse 10:0;SKN;64-0614M;336;VALIDE;chap->v.7: jours septieme ange sera mystere dieu sera
Apocalypse 10:0;SKN;64-0614M;341;VALIDE;chap->v.4: sept parle ciel disant scelle sept
Apocalypse 10:0;SKN;64-0614M;342;VALIDE;chap->v.4: sept parle ciel disant scelle choses sept
Apocalypse 19:0;SKN;64-0614M;342;VALIDE;chap->v.11: ciel cheval blanc celui appele
Apocalypse 22:0;SKN;64-0614M;62;VALIDE;chap->v.18: quiconque quelquun ajoute dieu lui ajoutera
Exode 19:0;SKN;64-0614M;129;VALIDE;chap->v.7: moise peuple devant eux lui avait
Genese 1:0;SKN;64-0614M;62;VALIDE;chap->v.25: dieu selon selon selon dieu
Genese 1:0;SKN;64-0614M;75;VALIDE;chap->v.25: dieu terre selon selon selon dieu
Hebreux 1:0;SKN;64-0614M;286;VALIDE;chap->v.1: dieu plusieurs reprises plusieurs parle peres prophetes
Hebreux 13:8;SKN;64-0614M;88;VALIDE;jesus meme hier aujourdhui eternellement
Hebreux 13:8;SKN;64-0614M;322;INACHEVE;jesus meme
Hebreux 13:8;SKN;64-0614M;346;VALIDE;meme hier aujourdhui eternellement
Jean 1:0;SKN;64-0614M;83;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 12:20;SKN;64-0614M;94;VALIDE;grecs dentre etaient
Jean 14:12;SKN;64-0614M;302;VALIDE;verite celui moi lui fais
Joel 2:28;SKN;64-0614M;74;VALIDE;apres repandrai esprit fils
Luc 17:28;SKN;64-0614M;322;INACHEVE;meme
Luc 17:28-29;SKN;64-0614M;302;VALIDE;meme jours jour
Malachie 4:0;SKN;64-0614M;73;VALIDE;chap->v.6: fera fils fils frappe
Malachie 4:0;SKN;64-0614M;302;VALIDE;chap->v.5: voici envoie elie prophete avant jour
Malachie 4:0;SKN;64-0614M;321;CHAPITRE-SEUL;
Malachie 4:0;SKN;64-0614M;322;VALIDE;chap->v.5: prophete avant grand
Malachie 4:0;SKN;64-0614M;335;CHAPITRE-SEUL;
Marc 16:0;SKN;64-0614M;181;VALIDE;chap->v.4: regarde voient etait etait
Matthieu 24:24;SKN;64-0614M;169;VALIDE;faux signes prodiges possible meme elus
Matthieu 28:0;SKN;64-0614M;302;VALIDE;chap->v.1: jour jour lautre voir
Philippiens 2:0;SKN;64-0614M;19;VALIDE;chap->v.2: rendez joie ayez meme pensee ayant meme amour
1 Corinthiens 12:13;SKN;59-1217;156;VALIDE;avons baptises seul esprit corps
1 Timothee 3:16;SKN;59-1217;20;VALIDE;contredit mystere piete grand dieu manifeste chair parmi
Actes 4:0;SKN;59-1217;169;VALIDE;chap->v.30: main quil fasse prodiges nom saint serviteur jesus
Actes 18:0;SKN;59-1217;61;VALIDE;chap->v.10: parce suis toi personne toi parce jai grand
Actes 19:0;SKN;59-1217;61;VALIDE;chap->v.2: avez recu lesprit saint apres cru lui entendu
Ephesiens 4:30;SKN;59-1217;63;VALIDE;nattristez saint dieu lequel avez scelles jour redemption
Jean 1:0;SKN;59-1217;54;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 12:24;SKN;59-1217;150;VALIDE;dis grain ble terre sil meurt
Jean 14:0;SKN;59-1217;19;VALIDE;chap->v.10: moi pere pere moi moi dis dis moi
Jean 14:0;SKN;59-1217;21;VALIDE;chap->v.10: moi suis pere pere moi moi dis dis
Jean 14:12;SKN;59-1217;53;VALIDE;verite dis celui croit moi lui vais
Jean 14:12;SKN;59-1217;60;VALIDE;verite dis celui croit moi lui fais vais
Jean 14:12;SKN;59-1217;65;VALIDE;verite dis celui croit moi fera lui fais
Jean 14:12;SKN;59-1217;78;VALIDE;dis moi lui fais parce
Jean 14:14;SKN;59-1217;14;VALIDE;demandez quelque chose nom moi ferai
Jean 17:17;SKN;59-1217;54;VALIDE;sanctifie verite parole
Matthieu 10:0;SKN;59-1217;55;VALIDE;chap->v.37: celui pere moi nest moi celui fils moi
1 Corinthiens 13:0;SKN;54-0829A;4;VALIDE;chap->v.2: jai prophetie mysteres connaissance foi montagnes lamour suis
Joel 1:0;SKN;54-0829A;11;VALIDE;chap->v.2: ecoutez ceci vieillards pretez loreille habitants pays ceci
Matthieu 16:0;SKN;54-0829A;30;VALIDE;chap->v.17: jesus lui simon chair sang tont revele cela
1 Corinthiens 13:0;SKN;54-1205;14;VALIDE;chap->v.3: mes biens corps afin brule lamour cela rien
Hebreux 13:8;SKN;54-1205;1;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:0;SKN;54-1205;13;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
1 Corinthiens 13:0;SKN;56-0406;61;VALIDE;chap->v.13: maintenant choses foi lamour choses cest lamour
Actes 2:0;SKN;56-0406;33;VALIDE;chap->v.36: certainement dieu seigneur christ jesus avez crucifie
Hebreux 13:8;SKN;56-0406;59;VALIDE;jesus christ meme hier aujourdhui eternellement
Jacques 5:15;SKN;56-0406;83;VALIDE;priere sil lui
Jean 4:0;SKN;56-0406;68;VALIDE;chap->v.10: jesus lui connaissais don dieu celui donne moi
Jean 5:19;SKN;56-0406;60;VALIDE;jesus verite dis fils rien lui meme quil
Jean 14:12;SKN;56-0406;49;VALIDE;verite dis celui croit moi fera fais grandes
Matthieu 8:0;SKN;56-0406;16;VALIDE;chap->v.17: esaie prophete lui pris nos porte nos
1 Corinthiens 13:0;SKN;57-0309B;13;VALIDE;chap->v.2: prophetie mysteres connaissance foi suis rien
Joel 2:25;SKN;57-0309B;7;VALIDE;qua sauterelle grande
Joel 2:38;SKN;57-0309B;11;VERSET-ABSENT-BIBLE;hypothese: actes 2:38 (4 mots: pierre nom christ don)
1 Corinthiens 13:0;SKN;57-0915E;193;VALIDE;chap->v.2: mysteres connaissance foi montagnes suis rien
Esther 2:0;SKN;57-0915E;194;VALIDE;chap->v.5: homme fils fils fils
Hebreux 13:12;SKN;57-0915E;181;VALIDE;pourquoi jesus afin sanctifie peuple propre sang souffert
Jeremie 1:4;SKN;57-0915E;128;INACHEVE;vint moi
Matthieu 26:26;SKN;57-0915E;65;VALIDE;mangeaient jesus pain beni rompit donna disciples prenez
Romains 5:1;SKN;57-0915E;181;VALIDE;justifies foi avons paix dieu seigneur jesus
1 Corinthiens 13:0;SKN;59-0301M;91;VALIDE;chap->v.1: parle langues hommes anges lamour suis
Deuteronome 14:2;SKN;59-0301M;95;INACHEVE;dieu
1 Corinthiens 13:0;SKN;61-0217;45;VALIDE;chap->v.13: maintenant trois choses foi lamour choses cest lamour
1 Jean 5:7;SKN;61-0217;58;VALIDE;trois rendent temoignage
Actes 19:0;SKN;61-0217;55;VALIDE;chap->v.4: paul jean baptise bapteme peuple quils venait apres
Apocalypse 7:0;SKN;61-0217;42;VALIDE;chap->v.1: apres cela vis quatre anges debout quatre coins
Apocalypse 14:6;SKN;61-0217;41;VALIDE;vis autre ange milieu levangile eternel ceux terre
Apocalypse 17:0;SKN;61-0217;60;VALIDE;chap->v.6: femme sang sang temoins jesus dun
Ephesiens 1:13;SKN;61-0217;55;VALIDE;avez parole verite levangile cru scelles saint promesse
Ephesiens 4:30;SKN;61-0217;55;VALIDE;nattristez saint dieu lequel avez scelles jour redemption
Esaie 28:8-12;SKN;61-0217;62;INACHEVE;quil annonce
Exode 19:0;SKN;61-0217;47;VALIDE;chap->v.20: montagne montagne moise montagne moise monta
Exode 21:6;SKN;61-0217;72;VALIDE;alors maitre venir devant lui loreille poincon
Ezechiel 9:0;SKN;61-0217;42;VALIDE;chap->v.4: lui passe milieu milieu jerusalem marque
Galates 1:8;SKN;61-0217;55;VALIDE;memes ange venu ciel quil soit anatheme
Genese 4:15;SKN;61-0217;15;VALIDE;lui cest pourquoi cain fois signe
Genese 14:0;SKN;61-0217;15;VALIDE;chap->v.24: seulement gens part moi eux
Hebreux 4:0;SKN;61-0217;62;VALIDE;chap->v.7: fois jour david longtemps apres aujourdhui aujourdhui entendez
Jean 5:24;SKN;61-0217;17;VALIDE;verite dis celui parole croit envoye vie eternelle
Jean 17:17;SKN;61-0217;63;INACHEVE;sanctifie verite
1 Corinthiens 13:0;SKN;65-1127B;247;VALIDE;chap->v.1: parle langues hommes anges suis
Amos 3:7;SKN;65-1127B;210;VALIDE;seigneur fera rien revele prophetes
Amos 3:7;SKN;65-1127B;251;REJETE;
Apocalypse 1:0;SKN;65-1127B;44;VALIDE;chap->v.20: sept sept sept sept sept
Apocalypse 10:0;SKN;65-1127B;301;VALIDE;chap->v.6: jura celui vit siecles siecles ciel choses terre
Apocalypse 10:0;SKN;65-1127B;322;VALIDE;chap->v.9: men allai lui livre prends
Deuteronome 4:0;SKN;65-1127B;322;VALIDE;chap->v.10: jour devant dieu moi mes
Deuteronome 4:4;SKN;65-1127B;322;INACHEVE;dieu
Jean 15:0;SKN;65-1127B;19;VALIDE;chap->v.2: sarment porte fruit sarment porte fruit porte fruit
Joel 2:28;SKN;65-1127B;217;VALIDE;cela esprit vos fils
Luc 17:30;SKN;65-1127B;212;VALIDE;meme jour fils
Luc 30:0;SKN;65-1127B;322;CHAPITRE-SEUL;
Malachie 3:0;SKN;65-1127B;211;VALIDE;chap->v.1: messager devant moi seigneur viendra
Malachie 4:0;SKN;65-1127B;210;VALIDE;chap->v.5: elie prophete avant vienne grand jour
Malachie 4:0;SKN;65-1127B;220;CHAPITRE-SEUL;
Malachie 4:0;SKN;65-1127B;301;VALIDE;chap->v.5: envoie vienne jour
Malachie 4:0;SKN;65-1127B;322;VALIDE;chap->v.4: moise lui israel
Marc 7:7;SKN;65-1127B;104;INACHEVE;vain commandements
Matthieu 11:0;SKN;65-1127B;211;VALIDE;chap->v.27: mont pere fils pere pere fils
Psaumes 22:0;SKN;65-1127B;315;VALIDE;chap->v.16: ont perce mes mains mes pieds
Romains 8:0;SKN;65-1127B;139;VALIDE;chap->v.17: dieu christ lui afin lui
1 Corinthiens 13:14;SKN;61-0723E;40;VERSET-ABSENT-BIBLE;hypothese: 1 corinthiens 13:13 (4 mots: maintenant trois foi cest)
1 Pierre 3:0;SKN;61-0723E;53;VALIDE;chap->v.18: christ souffert fois peches juste injustes afin quil
1 Pierre 3:18;SKN;61-0723E;52;VALIDE;christ souffert fois peches juste injustes afin quil
Actes 2:0;SKN;61-0723E;54;VALIDE;chap->v.30: prophete dieu lui avait serment quil asseoir quelquun
Actes 2:38;SKN;61-0723E;37;VALIDE;soit baptise nom jesus don saint esprit
Ezechiel 38:0;SKN;61-0723E;101;VALIDE;chap->v.14: cest dis gog ainsi seigneur leternel israel
Ezechiel 38:0;SKN;61-0723E;102;VALIDE;chap->v.14: cest dis gog ainsi seigneur leternel israel
Hebreux 6:0;SKN;61-0723E;85;VALIDE;chap->v.8: epines chardons reprouvee pres fin detre
Hebreux 6:0;SKN;61-0723E;86;VALIDE;chap->v.8: epines chardons reprouvee pres fin detre
Jean 5:24;SKN;61-0723E;58;VALIDE;celui parole croit envoye vie eternelle vient jugement
Matthieu 24:0;SKN;61-0723E;108;VALIDE;chap->v.15: verrez labomination desolation parle daniel prophete etablie lieu
Matthieu 28:19;SKN;61-0723E;37;VALIDE;faites nom pere fils saint esprit
Matthieu 28:19;SKN;61-0723E;40;VALIDE;nom pere fils saint esprit
Psaumes 106:0;SKN;61-0723E;158;VALIDE;chap->v.7: nos peres egypte attentifs tes multitude tes rebelles
1 Corinthiens 15:0;SKN;52-0713A;34;VALIDE;chap->v.3: avant choses jai recu christ mort nos selon
Actes 19:0;SKN;52-0713A;7;VALIDE;chap->v.2: avez recu lesprit saint apres cru lui meme
1 Corinthiens 15:0;SKN;52-0726;29;VALIDE;chap->v.28: choses lui alors fils lui meme sera celui
Actes 2:22;SKN;52-0726;64;VALIDE;hommes israelites ecoutez paroles jesus homme dieu miracles
Hebreux 13:8;SKN;52-0726;64;VALIDE;jesus meme hier aujourdhui eternellement
Jean 5:19;SKN;52-0726;39;VALIDE;jesus verite dis fils rien lui meme quil
1 Corinthiens 15:0;SKN;60-0417M;165;VALIDE;chap->v.9: suis suis digne dieu
Jean 14:12;SKN;60-0417M;51;VALIDE;dis celui croit moi fera lui uvres fais
Marc 11:23;SKN;60-0417M;222;VALIDE;dis dira toi
Marc 16:0;SKN;60-0417M;34;VALIDE;chap->v.9: etant ressuscite matin premier jour semaine apparut marie
1 Corinthiens 15:29;SKN;54-0515;317;VALIDE;autrement ceux baptises morts ressuscitent absolument pourquoi eux
Actes 1:0;SKN;54-0515;101;VALIDE;chap->v.2: jour ciel apres lesprit saint avait
Actes 1:8;SKN;54-0515;90;VALIDE;puissance saint esprit serez mes temoins jerusalem judee
Actes 2:0;SKN;54-0515;102;VALIDE;chap->v.4: furent remplis lesprit saint parler dautres langues selon
Actes 2:38;SKN;54-0515;183;VALIDE;pierre baptise nom jesus don saint
Actes 2:38;SKN;54-0515;218;VALIDE;pierre soit baptise nom jesus saint
Actes 2:38;SKN;54-0515;219;VALIDE;pierre soit baptise nom jesus saint
Actes 7:48;SKN;54-0515;218;INACHEVE;main
Actes 10:49;SKN;54-0515;112;VERSET-ABSENT-BIBLE;hypothese: actes 10:44 (7 mots: pierre prononcait mots saint ceux entendaient)
Actes 10:49;SKN;54-0515;218;VERSET-ABSENT-BIBLE;hypothese: actes 10:48 (4 mots: baptises nom seigneur jours)
Actes 19:5;SKN;54-0515;218;VALIDE;choses furent baptises nom seigneur jesus
Apocalypse 7:0;SKN;54-0515;153;VALIDE;chap->v.14: lui dis ceux viennent grande tribulation ont lave
Ephesiens 1:13;SKN;54-0515;84;VALIDE;avez scelles saint
Ephesiens 4:30;SKN;54-0515;84;VALIDE;nattristez saint dieu lequel avez scelles jour redemption
Esther 22:0;SKN;54-0515;347;CHAPITRE-SEUL;
Galates 1:8;SKN;54-0515;353;VALIDE;ange ciel quil soit anatheme
Galates 1:9;SKN;54-0515;353;VALIDE;deja maintenant dis avez recu quil soit anatheme
Genese 2:0;SKN;54-0515;281;VALIDE;chap->v.7: dieu forma lhomme poussiere sol vie lhomme devint
Hebreux 13:12;SKN;54-0515;89;VALIDE;cest jesus afin quil sanctifie peuple propre sang
Luc 24:49;SKN;54-0515;90;VALIDE;voici moi pere ville jusqua soyez revetus puissance
Matthieu 28:0;SKN;54-0515;277;VALIDE;chap->v.19: allez nom pere fils saint
Matthieu 28:19;SKN;54-0515;169;VALIDE;disciples nom pere fils saint
Matthieu 28:19;SKN;54-0515;176;VALIDE;faites nom pere fils saint
Matthieu 28:19;SKN;54-0515;181;VALIDE;allez faites disciples nations baptisant nom pere fils
Matthieu 28:19;SKN;54-0515;198;VALIDE;allez faites disciples nations baptisant nom pere fils
Romains 5:1;SKN;54-0515;88;VALIDE;justifies foi avons paix dieu seigneur jesus
